"日期","收盘","开盘","高","低","涨跌幅"
"2017年7月11日","0.365","0.365","0.365","0.365","1.39%"
"2017年7月10日","0.360","0.360","0.360","0.360","0.56%"
"2017年7月7日","0.358","0.358","0.358","0.358","-2.19%"
"2017年7月6日","0.366","0.366","0.366","0.366","0.27%"
"2017年7月5日","0.365","0.365","0.365","0.365","-3.44%"
"2017年7月3日","0.378","0.378","0.378","0.378","1.34%"
"2017年6月30日","0.373","0.373","0.373","0.373","2.19%"
"2017年6月29日","0.365","0.365","0.365","0.365","0.00%"
"2017年6月28日","0.365","0.365","0.365","0.365","0.83%"
"2017年6月27日","0.362","0.362","0.362","0.362","1.69%"
"2017年6月26日","0.356","0.356","0.356","0.356","0.56%"
"2017年6月23日","0.354","0.354","0.354","0.354","0.85%"
"2017年6月22日","0.351","0.351","0.351","0.351","0.57%"
"2017年6月21日","0.349","0.349","0.349","0.349","-2.51%"
"2017年6月20日","0.358","0.358","0.358","0.358","-1.10%"
"2017年6月19日","0.362","0.362","0.362","0.362","-1.09%"
"2017年6月16日","0.366","0.366","0.366","0.366","0.83%"
"2017年6月15日","0.363","0.363","0.363","0.363","-0.55%"
"2017年6月14日","0.365","0.365","0.365","0.365","-3.44%"
"2017年6月13日","0.378","0.378","0.378","0.378","0.80%"
"2017年6月12日","0.375","0.375","0.375","0.375","0.00%"
"2017年6月9日","0.375","0.375","0.375","0.375","0.81%"
"2017年6月8日","0.372","0.372","0.372","0.372","-0.27%"
"2017年6月7日","0.373","0.373","0.373","0.373","-4.60%"
"2017年6月6日","0.391","0.391","0.391","0.391","1.56%"
"2017年6月5日","0.385","0.385","0.385","0.385","-1.03%"
"2017年6月2日","0.389","0.389","0.389","0.389","-0.51%"
"2017年6月1日","0.391","0.391","0.391","0.391","-1.26%"
"2017年5月31日","0.396","0.396","0.396","0.396","-1.00%"
"2017年5月30日","0.400","0.400","0.400","0.400","0.00%"
"2017年5月29日","0.400","0.400","0.400","0.400","-2.20%"
"2017年5月26日","0.409","0.409","0.409","0.409","2.25%"
"2017年5月25日","0.400","0.400","0.400","0.400","-5.44%"
"2017年5月24日","0.423","0.423","0.423","0.423","-0.24%"
"2017年5月23日","0.424","0.424","0.424","0.424","0.95%"
"2017年5月22日","0.420","0.420","0.420","0.420","0.24%"
"2017年5月19日","0.419","0.419","0.419","0.419","2.44%"
"2017年5月18日","0.409","0.409","0.409","0.409","0.74%"
"2017年5月17日","0.406","0.406","0.406","0.406","0.50%"
"2017年5月16日","0.404","0.404","0.404","0.404","-0.74%"
"2017年5月15日","0.407","0.407","0.407","0.407","1.75%"
"2017年5月12日","0.400","0.400","0.400","0.400","0.00%"
"2017年5月11日","0.400","0.400","0.400","0.400","0.76%"
"2017年5月10日","0.397","0.397","0.397","0.397","3.12%"
"2017年5月9日","0.385","0.385","0.385","0.385","-0.77%"
"2017年5月8日","0.388","0.388","0.388","0.388","0.26%"
"2017年5月5日","0.387","0.387","0.387","0.387","1.31%"
"2017年5月4日","0.382","0.382","0.382","0.382","-3.54%"
"2017年5月3日","0.396","0.396","0.396","0.396","0.25%"
"2017年5月2日","0.395","0.395","0.395","0.395","-2.71%"
"2017年5月1日","0.406","0.406","0.406","0.406","0.25%"
"2017年4月28日","0.405","0.405","0.405","0.405","-0.25%"
"2017年4月27日","0.406","0.406","0.406","0.406","0.00%"
"2017年4月26日","0.406","0.406","0.406","0.406","-0.98%"
"2017年4月25日","0.410","0.410","0.410","0.410","1.23%"
"2017年4月24日","0.405","0.405","0.405","0.405","-0.98%"
"2017年4月21日","0.409","0.409","0.409","0.409","-1.92%"
"2017年4月20日","0.417","0.417","0.417","0.417","-0.48%"
"2017年4月19日","0.419","0.419","0.419","0.419","-4.12%"
"2017年4月18日","0.437","0.437","0.437","0.437","0.00%"
"2017年4月17日","0.437","0.437","0.437","0.437","-0.68%"
"2017年4月13日","0.440","0.440","0.440","0.440","-0.23%"
"2017年4月12日","0.441","0.441","0.441","0.441","-0.45%"
"2017年4月11日","0.443","0.443","0.443","0.443","0.00%"
"2017年4月10日","0.443","0.443","0.443","0.443","1.84%"
"2017年4月7日","0.435","0.435","0.435","0.435","1.16%"
"2017年4月6日","0.430","0.430","0.430","0.430","1.65%"
"2017年4月5日","0.423","0.423","0.423","0.423","1.20%"
"2017年4月4日","0.418","0.418","0.418","0.418","0.00%"
"2017年4月3日","0.418","0.418","0.418","0.418","-0.95%"
"2017年3月31日","0.422","0.422","0.422","0.422","0.96%"
"2017年3月30日","0.418","0.418","0.418","0.418","1.70%"
"2017年3月29日","0.411","0.411","0.411","0.411","2.24%"
"2017年3月28日","0.402","0.402","0.402","0.402","1.01%"
"2017年3月27日","0.398","0.398","0.398","0.398","-0.50%"
"2017年3月24日","0.400","0.400","0.400","0.400","0.50%"
"2017年3月23日","0.398","0.398","0.398","0.398","-0.75%"
"2017年3月22日","0.401","0.401","0.401","0.401","-0.50%"
"2017年3月21日","0.403","0.403","0.403","0.403","-1.23%"
"2017年3月20日","0.408","0.408","0.408","0.408","-0.24%"
"2017年3月17日","0.409","0.409","0.409","0.409","-0.24%"
"2017年3月16日","0.410","0.410","0.410","0.410","-0.49%"
"2017年3月15日","0.412","0.412","0.412","0.412","1.48%"
"2017年3月14日","0.406","0.406","0.406","0.406","-0.73%"
"2017年3月13日","0.409","0.409","0.409","0.409","0.00%"
"2017年3月10日","0.409","0.409","0.409","0.409","-2.39%"
"2017年3月9日","0.419","0.419","0.419","0.419","-0.95%"
"2017年3月8日","0.423","0.423","0.423","0.423","-4.94%"
"2017年3月7日","0.445","0.445","0.445","0.445","0.00%"
"2017年3月6日","0.445","0.445","0.445","0.445","0.00%"
"2017年3月3日","0.445","0.445","0.445","0.445","1.14%"
"2017年3月2日","0.440","0.440","0.440","0.440","-1.79%"
"2017年3月1日","0.448","0.448","0.448","0.448","-0.44%"
"2017年2月28日","0.450","0.450","0.450","0.450","0.00%"
"2017年2月27日","0.450","0.450","0.450","0.450","0.22%"
"2017年2月24日","0.449","0.449","0.449","0.449","-0.44%"
"2017年2月23日","0.451","0.451","0.451","0.451","0.89%"
"2017年2月22日","0.447","0.447","0.447","0.447","-1.11%"
"2017年2月21日","0.452","0.452","0.452","0.452","1.35%"
"2017年2月17日","0.446","0.446","0.446","0.446","-0.22%"
"2017年2月16日","0.447","0.447","0.447","0.447","0.22%"
"2017年2月15日","0.446","0.446","0.446","0.446","-0.45%"
"2017年2月14日","0.448","0.448","0.448","0.448","0.22%"
"2017年2月13日","0.447","0.447","0.447","0.447","-1.32%"
"2017年2月10日","0.453","0.453","0.453","0.453","1.34%"
"2017年2月9日","0.447","0.447","0.447","0.447","0.90%"
"2017年2月8日","0.443","0.443","0.443","0.443","0.45%"
"2017年2月7日","0.441","0.441","0.441","0.441","-1.34%"
"2017年2月6日","0.447","0.447","0.447","0.447","-1.32%"
"2017年2月3日","0.453","0.453","0.453","0.453","1.57%"
"2017年2月2日","0.446","0.446","0.446","0.446","0.00%"
"2017年2月1日","0.446","0.446","0.446","0.446","0.00%"
"2017年1月31日","0.446","0.446","0.446","0.446","0.00%"
"2017年1月30日","0.446","0.446","0.446","0.446","0.00%"
"2017年1月27日","0.446","0.446","0.446","0.446","-1.55%"
"2017年1月26日","0.453","0.453","0.453","0.453","1.57%"
"2017年1月25日","0.446","0.446","0.446","0.446","0.00%"
"2017年1月24日","0.446","0.446","0.446","0.446","0.00%"
"2017年1月23日","0.446","0.446","0.446","0.446","-0.67%"
"2017年1月20日","0.449","0.449","0.449","0.449","1.81%"
"2017年1月19日","0.441","0.441","0.441","0.441","0.23%"
"2017年1月18日","0.440","0.440","0.440","0.440","-2.65%"
"2017年1月17日","0.452","0.452","0.452","0.452","-0.22%"
"2017年1月13日","0.453","0.453","0.453","0.453","-1.31%"
"2017年1月12日","0.459","0.459","0.459","0.459","1.32%"
"2017年1月11日","0.453","0.453","0.453","0.453","2.49%"
"2017年1月10日","0.442","0.442","0.442","0.442","-2.00%"
"2017年1月9日","0.451","0.451","0.451","0.451","-2.38%"
"2017年1月6日","0.462","0.462","0.462","0.462","-0.86%"
"2017年1月5日","0.466","0.466","0.466","0.466","0.65%"
"2017年1月4日","0.463","0.463","0.463","0.463","1.09%"
"2017年1月3日","0.458","0.458","0.458","0.458","-2.35%"
"2017年1月2日","0.469","0.469","0.469","0.469","0.21%"
"2016年12月31日","0.468","0.468","0.468","0.468","0.00%"
"2016年12月30日","0.468","0.468","0.468","0.468","-0.21%"
"2016年12月29日","0.469","0.469","0.469","0.469","-0.21%"
"2016年12月28日","0.470","0.470","0.470","0.470","0.21%"
"2016年12月27日","0.469","0.469","0.469","0.469","1.52%"
"2016年12月23日","0.462","0.462","0.462","0.462","0.65%"
"2016年12月22日","0.459","0.459","0.459","0.459","0.22%"
"2016年12月21日","0.458","0.458","0.458","0.458","-1.51%"
"2016年12月20日","0.465","0.465","0.465","0.465","1.31%"
"2016年12月19日","0.459","0.459","0.459","0.459","-0.65%"
"2016年12月16日","0.462","0.462","0.462","0.462","1.76%"
"2016年12月15日","0.454","0.454","0.454","0.454","0.89%"
"2016年12月14日","0.450","0.450","0.450","0.450","-3.23%"
"2016年12月13日","0.465","0.465","0.465","0.465","0.65%"
"2016年12月12日","0.462","0.462","0.462","0.462","1.76%"
"2016年12月9日","0.454","0.454","0.454","0.454","1.57%"
"2016年12月8日","0.447","0.447","0.447","0.447","1.59%"
"2016年12月7日","0.440","0.440","0.440","0.440","-1.35%"
"2016年12月6日","0.446","0.446","0.446","0.446","-1.11%"
"2016年12月5日","0.451","0.451","0.451","0.451","-0.66%"
"2016年12月2日","0.454","0.454","0.454","0.454","1.34%"
"2016年12月1日","0.448","0.448","0.448","0.448","3.94%"
"2016年11月30日","0.431","0.431","0.431","0.431","8.56%"
"2016年11月29日","0.397","0.397","0.397","0.397","-3.87%"
"2016年11月28日","0.413","0.413","0.413","0.413","0.49%"
"2016年11月25日","0.411","0.411","0.411","0.411","-2.84%"
"2016年11月23日","0.423","0.423","0.423","0.423","0.48%"
"2016年11月22日","0.421","0.421","0.421","0.421","-1.41%"
"2016年11月21日","0.427","0.427","0.427","0.427","4.91%"
"2016年11月18日","0.407","0.407","0.407","0.407","2.01%"
"2016年11月17日","0.399","0.399","0.399","0.399","-0.99%"
"2016年11月16日","0.403","0.403","0.403","0.403","-0.98%"
"2016年11月15日","0.407","0.407","0.407","0.407","4.63%"
"2016年11月14日","0.389","0.389","0.389","0.389","1.04%"
"2016年11月11日","0.385","0.385","0.385","0.385","-2.04%"
"2016年11月10日","0.393","0.393","0.393","0.393","-1.75%"
"2016年11月9日","0.400","0.400","0.400","0.400","1.78%"
"2016年11月8日","0.393","0.393","0.393","0.393","-0.25%"
"2016年11月7日","0.394","0.394","0.394","0.394","1.81%"
"2016年11月4日","0.387","0.387","0.387","0.387","-0.77%"
"2016年11月3日","0.390","0.390","0.390","0.390","-2.01%"
"2016年11月2日","0.398","0.398","0.398","0.398","-2.93%"
"2016年11月1日","0.410","0.410","0.410","0.410","0.49%"
"2016年10月31日","0.408","0.408","0.408","0.408","-4.67%"
"2016年10月28日","0.428","0.428","0.428","0.428","-1.83%"
"2016年10月27日","0.436","0.436","0.436","0.436","1.16%"
"2016年10月26日","0.431","0.431","0.431","0.431","-1.60%"
"2016年10月25日","0.438","0.438","0.438","0.438","-1.35%"
"2016年10月24日","0.444","0.444","0.444","0.444","-0.45%"
"2016年10月21日","0.446","0.446","0.446","0.446","1.13%"
"2016年10月20日","0.441","0.441","0.441","0.441","-2.00%"
"2016年10月19日","0.450","0.450","0.450","0.450","1.81%"
"2016年10月18日","0.442","0.442","0.442","0.442","0.68%"
"2016年10月17日","0.439","0.439","0.439","0.439","-0.68%"
"2016年10月14日","0.442","0.442","0.442","0.442","-0.45%"
"2016年10月13日","0.444","0.444","0.444","0.444","0.45%"
"2016年10月12日","0.442","0.442","0.442","0.442","-0.90%"
"2016年10月11日","0.446","0.446","0.446","0.446","-0.67%"
"2016年10月10日","0.449","0.449","0.449","0.449","8.19%"
"2016年10月7日","0.415","0.415","0.415","0.415","0.00%"
"2016年10月6日","0.415","0.415","0.415","0.415","0.00%"
"2016年10月5日","0.415","0.415","0.415","0.415","0.00%"
"2016年10月4日","0.415","0.415","0.415","0.415","0.00%"
"2016年10月3日","0.415","0.415","0.415","0.415","-0.72%"
"2016年9月30日","0.418","0.418","0.418","0.418","0.72%"
"2016年9月29日","0.415","0.415","0.415","0.415","1.97%"
"2016年9月28日","0.407","0.407","0.407","0.407","4.63%"
"2016年9月27日","0.389","0.389","0.389","0.389","-2.51%"
"2016年9月26日","0.399","0.399","0.399","0.399","2.05%"
"2016年9月23日","0.391","0.391","0.391","0.391","-2.98%"
"2016年9月22日","0.403","0.403","0.403","0.403","1.00%"
"2016年9月21日","0.399","0.399","0.399","0.399","3.10%"
"2016年9月20日","0.387","0.387","0.387","0.387","0.52%"
"2016年9月19日","0.385","0.385","0.385","0.385","-3.51%"
"2016年9月16日","0.399","0.399","0.399","0.399","0.00%"
"2016年9月15日","0.399","0.399","0.399","0.399","2.57%"
"2016年9月14日","0.389","0.389","0.389","0.389","-2.51%"
"2016年9月13日","0.399","0.399","0.399","0.399","-2.68%"
"2016年9月12日","0.410","0.410","0.410","0.410","0.74%"
"2016年9月9日","0.407","0.407","0.407","0.407","-3.55%"
"2016年9月8日","0.422","0.422","0.422","0.422","4.46%"
"2016年9月7日","0.404","0.404","0.404","0.404","1.00%"
"2016年9月6日","0.400","0.400","0.400","0.400","1.52%"
"2016年9月2日","0.394","0.394","0.394","0.394","1.55%"
"2016年9月1日","0.388","0.388","0.388","0.388","-3.24%"
"2016年8月31日","0.401","0.401","0.401","0.401","-3.37%"
"2016年8月30日","0.415","0.415","0.415","0.415","-1.19%"
"2016年8月29日","0.420","0.420","0.420","0.420","-0.47%"
"2016年8月26日","0.422","0.422","0.422","0.422","0.00%"
"2016年8月25日","0.422","0.422","0.422","0.422","1.44%"
"2016年8月24日","0.416","0.416","0.416","0.416","-2.80%"
"2016年8月23日","0.428","0.428","0.428","0.428","1.18%"
"2016年8月22日","0.423","0.423","0.423","0.423","-2.98%"
"2016年8月19日","0.436","0.436","0.436","0.436","0.23%"
"2016年8月18日","0.435","0.435","0.435","0.435","3.08%"
"2016年8月17日","0.422","0.422","0.422","0.422","0.48%"
"2016年8月16日","0.420","0.420","0.420","0.420","1.20%"
"2016年8月15日","0.415","0.415","0.415","0.415","2.47%"
"2016年8月12日","0.405","0.405","0.405","0.405","3.32%"
"2016年8月11日","0.392","0.392","0.392","0.392","3.98%"
"2016年8月10日","0.377","0.377","0.377","0.377","-3.08%"
"2016年8月9日","0.389","0.389","0.389","0.389","-0.26%"
"2016年8月8日","0.390","0.390","0.390","0.390","2.63%"
"2016年8月5日","0.380","0.380","0.380","0.380","0.26%"
"2016年8月4日","0.379","0.379","0.379","0.379","1.88%"
"2016年8月3日","0.372","0.372","0.372","0.372","3.33%"
"2016年8月2日","0.360","0.360","0.360","0.360","-0.83%"
"2016年8月1日","0.363","0.363","0.363","0.363","-3.46%"
"2016年7月29日","0.376","0.376","0.376","0.376","0.53%"
"2016年7月28日","0.374","0.374","0.374","0.374","-2.09%"
"2016年7月27日","0.382","0.382","0.382","0.382","-1.80%"
"2016年7月26日","0.389","0.389","0.389","0.389","-0.77%"
"2016年7月25日","0.392","0.392","0.392","0.392","-2.00%"
"2016年7月22日","0.400","0.400","0.400","0.400","-0.99%"
"2016年7月21日","0.404","0.404","0.404","0.404","-2.18%"
"2016年7月20日","0.413","0.413","0.413","0.413","0.24%"
"2016年7月19日","0.412","0.412","0.412","0.412","-0.96%"
"2016年7月18日","0.416","0.416","0.416","0.416","-1.19%"
"2016年7月15日","0.421","0.421","0.421","0.421","0.96%"
"2016年7月14日","0.417","0.417","0.417","0.417","0.97%"
"2016年7月13日","0.413","0.413","0.413","0.413","-3.95%"
"2016年7月12日","0.430","0.430","0.430","0.430","4.88%"
"2016年7月11日","0.410","0.410","0.410","0.410","-1.44%"
"2016年7月8日","0.416","0.416","0.416","0.416","0.24%"
"2016年7月7日","0.415","0.415","0.415","0.415","-4.60%"
"2016年7月6日","0.435","0.435","0.435","0.435","1.64%"
"2016年7月5日","0.428","0.428","0.428","0.428","-5.10%"
"2016年7月1日","0.451","0.451","0.451","0.451","2.04%"
"2016年6月30日","0.442","0.442","0.442","0.442","-2.00%"
"2016年6月29日","0.451","0.451","0.451","0.451","2.50%"
"2016年6月28日","0.440","0.440","0.440","0.440","2.80%"
"2016年6月27日","0.428","0.428","0.428","0.428","-0.93%"
"2016年6月24日","0.432","0.432","0.432","0.432","-5.26%"
"2016年6月23日","0.456","0.456","0.456","0.456","1.11%"
"2016年6月22日","0.451","0.451","0.451","0.451","-0.44%"
"2016年6月21日","0.453","0.453","0.453","0.453","0.00%"
"2016年6月20日","0.453","0.453","0.453","0.453","2.26%"
"2016年6月17日","0.443","0.443","0.443","0.443","5.23%"
"2016年6月16日","0.421","0.421","0.421","0.421","-3.66%"
"2016年6月15日","0.437","0.437","0.437","0.437","-2.02%"
"2016年6月14日","0.446","0.446","0.446","0.446","-0.45%"
"2016年6月13日","0.448","0.448","0.448","0.448","-3.86%"
"2016年6月10日","0.466","0.466","0.466","0.466","0.00%"
"2016年6月9日","0.466","0.466","0.466","0.466","-1.89%"
"2016年6月8日","0.475","0.475","0.475","0.475","1.93%"
"2016年6月7日","0.466","0.466","0.466","0.466","1.97%"
"2016年6月6日","0.457","0.457","0.457","0.457","1.56%"
"2016年6月3日","0.450","0.450","0.450","0.450","-0.44%"
"2016年6月2日","0.452","0.452","0.452","0.452","-0.88%"
"2016年6月1日","0.456","0.456","0.456","0.456","0.88%"
"2016年5月31日","0.452","0.452","0.452","0.452","-0.66%"
"2016年5月30日","0.455","0.455","0.455","0.455","0.00%"
"2016年5月27日","0.455","0.455","0.455","0.455","0.22%"
"2016年5月26日","0.454","0.454","0.454","0.454","-1.09%"
"2016年5月25日","0.459","0.459","0.459","0.459","2.46%"
"2016年5月24日","0.448","0.448","0.448","0.448","1.36%"
"2016年5月23日","0.442","0.442","0.442","0.442","-0.90%"
"2016年5月20日","0.446","0.446","0.446","0.446","-0.22%"
"2016年5月19日","0.447","0.447","0.447","0.447","0.90%"
"2016年5月18日","0.443","0.443","0.443","0.443","-1.77%"
"2016年5月17日","0.451","0.451","0.451","0.451","1.35%"
"2016年5月16日","0.445","0.445","0.445","0.445","3.73%"
"2016年5月13日","0.429","0.429","0.429","0.429","-0.23%"
"2016年5月12日","0.430","0.430","0.430","0.430","0.70%"
"2016年5月11日","0.427","0.427","0.427","0.427","3.39%"
"2016年5月10日","0.413","0.413","0.413","0.413","3.51%"
"2016年5月9日","0.399","0.399","0.399","0.399","-3.16%"
"2016年5月6日","0.412","0.412","0.412","0.412","0.73%"
"2016年5月5日","0.409","0.409","0.409","0.409","1.24%"
"2016年5月4日","0.404","0.404","0.404","0.404","1.00%"
"2016年5月3日","0.400","0.400","0.400","0.400","-5.21%"
"2016年5月2日","0.422","0.422","0.422","0.422","0.00%"
"2016年4月29日","0.422","0.422","0.422","0.422","0.00%"
"2016年4月28日","0.422","0.422","0.422","0.422","0.72%"
"2016年4月27日","0.419","0.419","0.419","0.419","3.20%"
"2016年4月26日","0.406","0.406","0.406","0.406","2.27%"
"2016年4月25日","0.397","0.397","0.397","0.397","-1.49%"
"2016年4月22日","0.403","0.403","0.403","0.403","0.50%"
"2016年4月21日","0.401","0.401","0.401","0.401","-0.25%"
"2016年4月20日","0.402","0.402","0.402","0.402","3.08%"
"2016年4月19日","0.390","0.390","0.390","0.390","2.63%"
"2016年4月18日","0.380","0.380","0.380","0.380","-1.04%"
"2016年4月15日","0.384","0.384","0.384","0.384","-2.54%"
"2016年4月14日","0.394","0.394","0.394","0.394","0.00%"
"2016年4月13日","0.394","0.394","0.394","0.394","-1.25%"
"2016年4月12日","0.399","0.399","0.399","0.399","3.91%"
"2016年4月11日","0.384","0.384","0.384","0.384","2.13%"
"2016年4月10日","0.376","0.376","0.376","0.376","0.00%"
"2016年4月8日","0.376","0.376","0.376","0.376","5.32%"
"2016年4月7日","0.357","0.357","0.357","0.357","-1.11%"
"2016年4月6日","0.361","0.361","0.361","0.361","5.25%"
"2016年4月5日","0.343","0.343","0.343","0.343","-5.77%"
"2016年4月4日","0.364","0.364","0.364","0.364","4.00%"
"2016年4月1日","0.350","0.350","0.350","0.350","-3.85%"
"2016年3月31日","0.364","0.364","0.364","0.364","-0.55%"
"2016年3月30日","0.366","0.366","0.366","0.366","-1.08%"
"2016年3月29日","0.370","0.370","0.370","0.370","-2.37%"
"2016年3月28日","0.379","0.379","0.379","0.379","-0.26%"
"2016年3月25日","0.380","0.380","0.380","0.380","0.00%"
"2016年3月24日","0.380","0.380","0.380","0.380","-0.52%"
"2016年3月23日","0.382","0.382","0.382","0.382","-4.26%"
"2016年3月22日","0.399","0.399","0.399","0.399","-0.50%"
"2016年3月21日","0.401","0.401","0.401","0.401","1.52%"
"2016年3月18日","0.395","0.395","0.395","0.395","-1.00%"
"2016年3月17日","0.399","0.399","0.399","0.399","3.37%"
"2016年3月16日","0.386","0.386","0.386","0.386","4.61%"
"2016年3月15日","0.369","0.369","0.369","0.369","-1.60%"
"2016年3月14日","0.375","0.375","0.375","0.375","-2.85%"
"2016年3月11日","0.386","0.386","0.386","0.386","1.05%"
"2016年3月10日","0.382","0.382","0.382","0.382","-1.04%"
"2016年3月9日","0.386","0.386","0.386","0.386","4.89%"
"2016年3月8日","0.368","0.368","0.368","0.368","-4.66%"
"2016年3月7日","0.386","0.386","0.386","0.386","4.89%"
"2016年3月4日","0.368","0.368","0.368","0.368","4.55%"
"2016年3月3日","0.352","0.352","0.352","0.352","-0.56%"
"2016年3月2日","0.354","0.354","0.354","0.354","1.43%"
"2016年3月1日","0.349","0.349","0.349","0.349","1.45%"
"2016年2月29日","0.344","0.344","0.344","0.344","2.69%"
"2016年2月26日","0.335","0.335","0.335","0.335","-0.30%"
"2016年2月25日","0.336","0.336","0.336","0.336","1.82%"
"2016年2月24日","0.330","0.330","0.330","0.330","1.23%"
"2016年2月23日","0.326","0.326","0.326","0.326","-3.55%"
"2016年2月22日","0.338","0.338","0.338","0.338","3.36%"
"2016年2月19日","0.327","0.327","0.327","0.327","-1.21%"
"2016年2月18日","0.331","0.331","0.331","0.331","-1.49%"
"2016年2月17日","0.336","0.336","0.336","0.336","5.00%"
"2016年2月16日","0.320","0.320","0.320","0.320","-7.78%"
"2016年2月12日","0.347","0.347","0.347","0.347","0.00%"
"2016年2月11日","0.347","0.347","0.347","0.347","0.00%"
"2016年2月10日","0.347","0.347","0.347","0.347","0.00%"
"2016年2月9日","0.347","0.347","0.347","0.347","0.00%"
"2016年2月8日","0.347","0.347","0.347","0.347","2.06%"
"2016年2月5日","0.340","0.340","0.340","0.340","-2.02%"
"2016年2月4日","0.347","0.347","0.347","0.347","-2.25%"
"2016年2月3日","0.355","0.355","0.355","0.355","7.58%"
"2016年2月2日","0.330","0.330","0.330","0.330","-4.07%"
"2016年2月1日","0.344","0.344","0.344","0.344","-6.01%"
"2016年1月29日","0.366","0.366","0.366","0.366","-0.27%"
"2016年1月28日","0.367","0.367","0.367","0.367","4.86%"
"2016年1月27日","0.350","0.350","0.350","0.350","1.74%"
"2016年1月26日","0.344","0.344","0.344","0.344","3.93%"
"2016年1月25日","0.331","0.331","0.331","0.331","-6.23%"
"2016年1月22日","0.353","0.353","0.353","0.353","6.33%"
"2016年1月21日","0.332","0.332","0.332","0.332","-1.19%"
"2016年1月20日","0.336","0.336","0.336","0.336","-2.33%"
"2016年1月19日","0.344","0.344","0.344","0.344","-2.27%"
"2016年1月15日","0.352","0.352","0.352","0.352","-2.76%"
"2016年1月14日","0.362","0.362","0.362","0.362","1.69%"
"2016年1月13日","0.356","0.356","0.356","0.356","-1.11%"
"2016年1月12日","0.360","0.360","0.360","0.360","-0.55%"
"2016年1月11日","0.362","0.362","0.362","0.362","-4.49%"
"2016年1月8日","0.379","0.379","0.379","0.379","-1.04%"
"2016年1月7日","0.383","0.383","0.383","0.383","-1.54%"
"2016年1月6日","0.389","0.389","0.389","0.389","-3.95%"
"2016年1月5日","0.405","0.405","0.405","0.405","-2.17%"
"2016年1月4日","0.414","0.414","0.414","0.414","0.98%"
"2016年1月1日","0.410","0.410","0.410","0.410","-0.73%"
"2015年12月31日","0.413","0.413","0.413","0.413","0.73%"
"2015年12月30日","0.410","0.410","0.410","0.410","-2.61%"
"2015年12月29日","0.421","0.421","0.421","0.421","2.43%"
"2015年12月28日","0.411","0.411","0.411","0.411","-2.14%"
"2015年12月25日","0.420","0.420","0.420","0.420","0.00%"
"2015年12月24日","0.420","0.420","0.420","0.420","0.24%"
"2015年12月23日","0.419","0.419","0.419","0.419","2.70%"
"2015年12月22日","0.408","0.408","0.408","0.408","0.25%"
"2015年12月21日","0.407","0.407","0.407","0.407","-0.49%"
"2015年12月18日","0.409","0.409","0.409","0.409","-0.24%"
"2015年12月17日","0.410","0.410","0.410","0.410","-1.20%"
"2015年12月16日","0.415","0.415","0.415","0.415","-2.58%"
"2015年12月15日","0.426","0.426","0.426","0.426","1.43%"
"2015年12月14日","0.420","0.420","0.420","0.420","0.48%"
"2015年12月11日","0.418","0.418","0.418","0.418","-2.11%"
"2015年12月10日","0.427","0.427","0.427","0.427","-0.93%"
"2015年12月9日","0.431","0.431","0.431","0.431","-0.92%"
"2015年12月8日","0.435","0.435","0.435","0.435","-0.23%"
"2015年12月7日","0.436","0.436","0.436","0.436","-4.18%"
"2015年12月4日","0.455","0.455","0.455","0.455","-1.94%"
"2015年12月3日","0.464","0.464","0.464","0.464","1.75%"
"2015年12月2日","0.456","0.456","0.456","0.456","-3.18%"
"2015年12月1日","0.471","0.471","0.471","0.471","-0.21%"
"2015年11月30日","0.472","0.472","0.472","0.472","-0.63%"
"2015年11月27日","0.475","0.475","0.475","0.475","-2.06%"
"2015年11月25日","0.485","0.485","0.485","0.485","0.41%"
"2015年11月24日","0.483","0.483","0.483","0.483","1.68%"
"2015年11月23日","0.475","0.475","0.475","0.475","0.42%"
"2015年11月20日","0.473","0.473","0.473","0.473","0.00%"
"2015年11月19日","0.473","0.473","0.473","0.473","-0.42%"
"2015年11月18日","0.475","0.475","0.475","0.475","0.42%"
"2015年11月17日","0.473","0.473","0.473","0.473","-2.27%"
"2015年11月16日","0.484","0.484","0.484","0.484","2.11%"
"2015年11月13日","0.474","0.474","0.474","0.474","-1.86%"
"2015年11月12日","0.483","0.483","0.483","0.483","-2.82%"
"2015年11月11日","0.497","0.497","0.497","0.497","-2.17%"
"2015年11月10日","0.508","0.508","0.508","0.508","0.00%"
"2015年11月9日","0.508","0.508","0.508","0.508","-0.78%"
"2015年11月6日","0.512","0.512","0.512","0.512","-1.16%"
"2015年11月5日","0.518","0.518","0.518","0.518","-1.89%"
"2015年11月4日","0.528","0.528","0.528","0.528","-2.58%"
"2015年11月3日","0.542","0.542","0.542","0.542","3.63%"
"2015年11月2日","0.523","0.523","0.523","0.523","-0.95%"
"2015年10月30日","0.528","0.528","0.528","0.528","1.15%"
"2015年10月29日","0.522","0.522","0.522","0.522","-0.57%"
"2015年10月28日","0.525","0.525","0.525","0.525","5.42%"
"2015年10月27日","0.498","0.498","0.498","0.498","-1.39%"
"2015年10月26日","0.505","0.505","0.505","0.505","-1.75%"
"2015年10月23日","0.514","0.514","0.514","0.514","-1.15%"
"2015年10月22日","0.520","0.520","0.520","0.520","0.78%"
"2015年10月21日","0.516","0.516","0.516","0.516","-2.09%"
"2015年10月20日","0.527","0.527","0.527","0.527","-0.38%"
"2015年10月19日","0.529","0.529","0.529","0.529","-2.40%"
